"App name","Date","Time","Duration"
"Screen on (locked)","3/27/24","6:26:35 PM","0:00:11"
"Screen off (locked)","3/27/24","6:26:01 PM","0:00:34"
"Screen on (locked)","3/27/24","6:25:51 PM","0:00:10"
"Screen off (locked)","3/27/24","6:25:35 PM","0:00:16"
"Screen on (locked)","3/27/24","6:25:24 PM","0:00:11"
"Screen off (locked)","3/27/24","6:23:09 PM","0:02:16"
"Screen on (locked)","3/27/24","6:22:58 PM","0:00:10"
"Screen off (locked)","3/27/24","6:20:07 PM","0:02:51"
"Chrome","3/27/24","6:19:59 PM","0:00:04"
"Print Spooler","3/27/24","6:19:58 PM","0:00:01"
"Files","3/27/24","6:19:55 PM","0:00:03"
"Print Spooler","3/27/24","6:19:45 PM","0:00:10"
"Chrome","3/27/24","6:00:01 PM","0:19:43"
"WhatsApp","3/27/24","5:59:48 PM","0:00:13"
"Chrome","3/27/24","5:59:44 PM","0:00:04"
"WhatsApp","3/27/24","5:59:29 PM","0:00:15"
"Chrome","3/27/24","5:59:19 PM","0:00:09"
"WhatsApp","3/27/24","5:58:51 PM","0:00:25"
"Truecaller","3/27/24","5:58:49 PM","0:00:02"
"Screen on (unlocked)","3/27/24","5:58:49 PM","0:00:00"
"Truecaller","3/27/24","5:58:48 PM","0:00:01"
"Screen on (locked)","3/27/24","5:58:47 PM","0:00:01"
"Screen off (locked)","3/27/24","5:58:32 PM","0:00:15"
"Screen on (locked)","3/27/24","5:58:21 PM","0:00:11"
"Screen off (locked)","3/27/24","5:57:59 PM","0:00:22"
"Screen on (locked)","3/27/24","5:57:48 PM","0:00:11"
"Screen off (locked)","3/27/24","5:57:28 PM","0:00:21"
"Screen on (locked)","3/27/24","5:57:17 PM","0:00:11"
"Screen off (locked)","3/27/24","5:56:49 PM","0:00:28"
"Screen on (locked)","3/27/24","5:56:39 PM","0:00:10"
"Screen off (locked)","3/27/24","5:50:02 PM","0:06:37"
"Screen on (locked)","3/27/24","5:49:41 PM","0:00:21"
"Screen off (locked)","3/27/24","5:48:05 PM","0:01:36"
"Screen on (locked)","3/27/24","5:47:54 PM","0:00:11"
"Screen off (locked)","3/27/24","5:47:35 PM","0:00:19"
"Screen on (locked)","3/27/24","5:47:25 PM","0:00:10"
"Screen off (locked)","3/27/24","5:34:14 PM","0:13:11"
"Phone","3/27/24","5:34:10 PM","0:00:02"
"Screen on (unlocked)","3/27/24","5:34:10 PM","0:00:00"
"Screen off","3/27/24","5:33:28 PM","0:00:42"
"Phone","3/27/24","5:33:26 PM","0:00:02"
"Screen on (unlocked)","3/27/24","5:33:26 PM","0:00:00"
"Phone","3/27/24","5:33:19 PM","0:00:07"
"Screen on (locked)","3/27/24","5:33:19 PM","0:00:00"
"Screen off (locked)","3/27/24","5:28:31 PM","0:04:48"
"Chrome","3/27/24","5:28:00 PM","0:00:28"
"Screen on (unlocked)","3/27/24","5:28:00 PM","0:00:00"
"Screen off","3/27/24","5:27:59 PM","0:00:01"
"Screen off (locked)","3/27/24","5:22:47 PM","0:05:12"
"Chrome","3/27/24","5:21:59 PM","0:00:48"
"Screen on (unlocked)","3/27/24","5:21:56 PM","0:00:00"
"Screen off","3/27/24","5:21:56 PM","0:00:00"
"Screen off (locked)","3/27/24","5:19:55 PM","0:02:00"
"Chrome","3/27/24","5:18:36 PM","0:01:18"
"Chrome","3/27/24","5:18:34 PM","0:00:01"
"Screen on (unlocked)","3/27/24","5:18:34 PM","0:00:00"
"Screen off","3/27/24","5:18:33 PM","0:00:01"
"Screen off (locked)","3/27/24","5:13:48 PM","0:04:45"
"Screen on (locked)","3/27/24","5:13:46 PM","0:00:02"
"Screen off (locked)","3/27/24","5:13:29 PM","0:00:18"
"Screen on (locked)","3/27/24","5:13:13 PM","0:00:16"
"Screen off (locked)","3/27/24","5:12:11 PM","0:01:02"
"Screen on (locked)","3/27/24","5:09:54 PM","0:02:18"
"Screen off (locked)","3/27/24","5:01:54 PM","0:07:59"
"Chrome","3/27/24","5:00:33 PM","0:01:21"
"Screen on (unlocked)","3/27/24","5:00:31 PM","0:00:00"
"Screen off","3/27/24","5:00:30 PM","0:00:01"
"Screen off (locked)","3/27/24","4:50:44 PM","0:09:46"
"Screen on (locked)","3/27/24","4:50:34 PM","0:00:10"
"Screen off (locked)","3/27/24","4:45:29 PM","0:05:06"
"WhatsApp","3/27/24","4:45:14 PM","0:00:03"
"Screen on (unlocked)","3/27/24","4:45:14 PM","0:00:00"
"Screen on (locked)","3/27/24","4:45:10 PM","0:00:03"
"WhatsApp","3/27/24","4:41:58 PM","0:03:12"
"Truecaller","3/27/24","4:41:54 PM","0:00:04"
"WhatsApp","3/27/24","4:41:51 PM","0:00:03"
"Phone","3/27/24","4:41:49 PM","0:00:02"
"Screen on (unlocked)","3/27/24","4:41:40 PM","0:00:00"
"WhatsApp","3/27/24","4:41:40 PM","0:00:09"
"Truecaller","3/27/24","4:41:37 PM","0:00:03"
"Phone","3/27/24","4:41:23 PM","0:00:14"
"Screen on (locked)","3/27/24","4:41:23 PM","0:00:00"
"Screen off (locked)","3/27/24","4:39:20 PM","0:02:03"
"WhatsApp","3/27/24","4:39:06 PM","0:00:14"
"Screen on (unlocked)","3/27/24","4:39:05 PM","0:00:00"
"Screen on (locked)","3/27/24","4:39:02 PM","0:00:03"
"Screen off (locked)","3/27/24","4:38:35 PM","0:00:27"
"Screen on (locked)","3/27/24","4:38:24 PM","0:00:11"
"Screen off (locked)","3/27/24","4:38:13 PM","0:00:11"
"WhatsApp","3/27/24","4:36:31 PM","0:01:42"
"Screen on (unlocked)","3/27/24","4:36:31 PM","0:00:00"
"Screen on (locked)","3/27/24","4:36:29 PM","0:00:02"
"Screen off (locked)","3/27/24","4:36:27 PM","0:00:01"
"WhatsApp","3/27/24","4:34:48 PM","0:01:39"
"Screen on (unlocked)","3/27/24","4:34:48 PM","0:00:00"
"Screen on (locked)","3/27/24","4:34:44 PM","0:00:04"
"Screen off (locked)","3/27/24","4:34:11 PM","0:00:33"
"Screen on (locked)","3/27/24","4:34:00 PM","0:00:11"
"WhatsApp","3/27/24","4:32:46 PM","0:01:14"
"Screen on (unlocked)","3/27/24","4:32:46 PM","0:00:00"
"WhatsApp","3/27/24","4:32:45 PM","0:00:00"
"Screen on (locked)","3/27/24","4:32:36 PM","0:00:10"
"Screen off (locked)","3/27/24","4:23:21 PM","0:09:15"
"Screen on (locked)","3/27/24","4:23:11 PM","0:00:10"
"Screen off (locked)","3/27/24","4:05:34 PM","0:17:37"
"Screen on (locked)","3/27/24","4:05:21 PM","0:00:13"
"Screen off (locked)","3/27/24","4:05:01 PM","0:00:20"
"WhatsApp","3/27/24","4:03:54 PM","0:01:06"
"Screen on (unlocked)","3/27/24","4:03:54 PM","0:00:00"
"Screen on (locked)","3/27/24","4:03:49 PM","0:00:05"
"Screen off (locked)","3/27/24","4:03:00 PM","0:00:49"
"Screen on (locked)","3/27/24","4:02:50 PM","0:00:10"
"WhatsApp","3/27/24","4:01:19 PM","0:01:31"
"Spotify","3/27/24","4:01:16 PM","0:00:03"
"Screen on (unlocked)","3/27/24","4:01:16 PM","0:00:00"
"Screen on (locked)","3/27/24","4:01:11 PM","0:00:05"
"Screen off (locked)","3/27/24","3:59:24 PM","0:01:47"
"Spotify","3/27/24","3:59:17 PM","0:00:07"
"Screen on (unlocked)","3/27/24","3:59:17 PM","0:00:00"
"Spotify","3/27/24","3:59:17 PM","0:00:00"
"Screen on (locked)","3/27/24","3:59:10 PM","0:00:06"
"Screen off (locked)","3/27/24","3:58:20 PM","0:00:50"
"Spotify","3/27/24","3:58:13 PM","0:00:08"
"Screen on (unlocked)","3/27/24","3:58:13 PM","0:00:00"
"Screen on (locked)","3/27/24","3:58:12 PM","0:00:01"
"Screen off (locked)","3/27/24","3:58:11 PM","0:00:01"
"Screen on (locked)","3/27/24","3:58:00 PM","0:00:10"
"Screen off (locked)","3/27/24","3:53:03 PM","0:04:57"
"Spotify","3/27/24","3:52:52 PM","0:00:11"
"Screen on (unlocked)","3/27/24","3:52:52 PM","0:00:00"
"Screen on (locked)","3/27/24","3:52:51 PM","0:00:01"
"Screen off (locked)","3/27/24","3:52:47 PM","0:00:04"
"Screen on (locked)","3/27/24","3:52:36 PM","0:00:11"
"Spotify","3/27/24","3:52:17 PM","0:00:20"
"Screen on (unlocked)","3/27/24","3:51:59 PM","0:00:00"
"Screen off","3/27/24","3:51:58 PM","0:00:00"
"Screen off (locked)","3/27/24","3:50:30 PM","0:01:28"
"Contacts","3/27/24","3:50:22 PM","0:00:02"
"Truecaller","3/27/24","3:50:20 PM","0:00:02"
"Contacts","3/27/24","3:50:20 PM","0:00:01"
"Phone","3/27/24","3:50:18 PM","0:00:01"
"Screen on (unlocked)","3/27/24","3:50:18 PM","0:00:00"
"Screen off","3/27/24","3:49:21 PM","0:00:57"
"Phone","3/27/24","3:49:19 PM","0:00:01"
"Screen on (unlocked)","3/27/24","3:49:19 PM","0:00:00"
"Screen off","3/27/24","3:49:18 PM","0:00:02"
"Phone","3/27/24","3:49:13 PM","0:00:04"
"Contacts","3/27/24","3:49:10 PM","0:00:03"
"Screen on (unlocked)","3/27/24","3:48:33 PM","0:00:00"
"Screen off","3/27/24","3:48:33 PM","0:00:01"
"Screen off (locked)","3/27/24","3:17:44 PM","0:30:49"
"Truecaller","3/27/24","3:17:39 PM","0:00:04"
"Screen on (unlocked)","3/27/24","3:17:39 PM","0:00:00"
"Phone","3/27/24","3:17:36 PM","0:00:02"
"Screen on (locked)","3/27/24","3:17:36 PM","0:00:00"
"Screen off (locked)","3/27/24","3:15:48 PM","0:01:48"
"Phone","3/27/24","3:15:34 PM","0:00:14"
"Screen on (locked)","3/27/24","3:15:34 PM","0:00:00"
"Screen off (locked)","3/27/24","3:14:16 PM","0:01:17"
"Contacts","3/27/24","3:14:13 PM","0:00:01"
"Phone","3/27/24","3:14:12 PM","0:00:01"
"Screen on (unlocked)","3/27/24","3:14:12 PM","0:00:00"
"Screen off","3/27/24","3:14:09 PM","0:00:03"
"Phone","3/27/24","3:14:05 PM","0:00:03"
"Screen on (unlocked)","3/27/24","3:14:05 PM","0:00:00"
"Screen off","3/27/24","3:14:04 PM","0:00:01"
"Phone","3/27/24","3:13:31 PM","0:00:32"
"Screen on (unlocked)","3/27/24","3:13:31 PM","0:00:00"
"Screen off","3/27/24","3:13:22 PM","0:00:10"
"Phone","3/27/24","3:13:13 PM","0:00:09"
"Screen on (unlocked)","3/27/24","3:13:12 PM","0:00:00"
"Screen off","3/27/24","3:12:59 PM","0:00:14"
"Screen on (unlocked)","3/27/24","3:12:56 PM","0:00:02"
"Screen off","3/27/24","3:12:52 PM","0:00:05"
"Phone","3/27/24","3:12:49 PM","0:00:02"
"Contacts","3/27/24","3:12:46 PM","0:00:03"
"Screen on (unlocked)","3/27/24","3:12:44 PM","0:00:00"
"Screen off","3/27/24","3:12:43 PM","0:00:01"
"Screen off (locked)","3/27/24","2:49:35 PM","0:23:08"
"Chess","3/27/24","2:49:23 PM","0:00:06"
"Wallet","3/27/24","2:48:42 PM","0:00:41"
"Screen on (unlocked)","3/27/24","2:48:37 PM","0:00:00"
"Screen off","3/27/24","2:48:36 PM","0:00:01"
"Screen off (locked)","3/27/24","2:47:15 PM","0:01:21"
"GPay","3/27/24","2:46:42 PM","0:00:32"
"Screen on (unlocked)","3/27/24","2:46:35 PM","0:00:00"
"Screen off","3/27/24","2:46:34 PM","0:00:01"
"Screen off (locked)","3/27/24","2:32:18 PM","0:14:16"
"WhatsApp","3/27/24","2:31:31 PM","0:00:41"
"Screen on (unlocked)","3/27/24","2:31:28 PM","0:00:00"
"Screen off","3/27/24","2:31:28 PM","0:00:01"
"Screen off (locked)","3/27/24","2:25:32 PM","0:05:55"
"Screen on (locked)","3/27/24","2:25:22 PM","0:00:11"
"Screen off (locked)","3/27/24","2:22:49 PM","0:02:33"
"Truecaller","3/27/24","2:22:46 PM","0:00:01"
"Contacts","3/27/24","2:22:44 PM","0:00:03"
"Phone","3/27/24","2:22:41 PM","0:00:02"
"Screen on (unlocked)","3/27/24","2:22:41 PM","0:00:00"
"Screen off","3/27/24","2:22:24 PM","0:00:17"
"Phone","3/27/24","2:22:22 PM","0:00:01"
"Screen on (unlocked)","3/27/24","2:22:22 PM","0:00:00"
"Screen off","3/27/24","2:22:09 PM","0:00:14"
"Phone","3/27/24","2:22:02 PM","0:00:06"
"Contacts","3/27/24","2:21:59 PM","0:00:03"
"Screen on (unlocked)","3/27/24","2:21:58 PM","0:00:00"
"Screen on (locked)","3/27/24","2:21:55 PM","0:00:02"
"Screen off (locked)","3/27/24","2:21:02 PM","0:00:53"
"Screen on (locked)","3/27/24","2:20:55 PM","0:00:07"
"Screen off (locked)","3/27/24","2:20:47 PM","0:00:08"
"Screen on (locked)","3/27/24","2:20:27 PM","0:00:20"
"Screen off (locked)","3/27/24","2:14:09 PM","0:06:18"
"Screen on (locked)","3/27/24","2:13:58 PM","0:00:11"
"Screen off (locked)","3/27/24","2:13:51 PM","0:00:08"
"Screen on (locked)","3/27/24","2:13:41 PM","0:00:10"
"Screen off (locked)","3/27/24","2:13:39 PM","0:00:02"
"Clock","3/27/24","2:13:32 PM","0:00:04"
"Phone","3/27/24","2:13:22 PM","0:00:01"
"Screen on (unlocked)","3/27/24","2:13:22 PM","0:00:00"
"Truecaller","3/27/24","2:13:20 PM","0:00:01"
"Phone","3/27/24","2:13:20 PM","0:00:01"
"Screen on (locked)","3/27/24","2:13:20 PM","0:00:00"
"Screen off (locked)","3/27/24","2:12:58 PM","0:00:22"
"Phone","3/27/24","2:12:57 PM","0:00:01"
"Screen on (locked)","3/27/24","2:12:57 PM","0:00:00"
"Screen off (locked)","3/27/24","2:12:37 PM","0:00:19"
"Phone","3/27/24","2:12:26 PM","0:00:11"
"Screen on (locked)","3/27/24","2:12:25 PM","0:00:01"
"Screen off (locked)","3/27/24","2:11:10 PM","0:01:15"
"Screen on (locked)","3/27/24","2:11:00 PM","0:00:10"
"Screen off (locked)","3/27/24","2:09:29 PM","0:01:31"
"Screen on (locked)","3/27/24","2:09:19 PM","0:00:09"
"Screen off (locked)","3/27/24","2:06:05 PM","0:03:14"
"Instagram","3/27/24","1:57:23 PM","0:08:42"
"Chess","3/27/24","1:56:09 PM","0:01:14"
"Screen on (unlocked)","3/27/24","1:56:04 PM","0:00:00"
"Screen off","3/27/24","1:56:04 PM","0:00:01"
"Screen off (locked)","3/27/24","1:55:32 PM","0:00:31"
"Instagram","3/27/24","1:54:34 PM","0:00:57"
"ReVanced Extended","3/27/24","1:54:19 PM","0:00:13"
"Screen on (unlocked)","3/27/24","1:54:19 PM","0:00:00"
"Screen on (locked)","3/27/24","1:54:11 PM","0:00:08"
"Screen off (locked)","3/27/24","1:53:40 PM","0:00:31"
"ReVanced Extended","3/27/24","1:52:52 PM","0:00:48"
"Gmail","3/27/24","1:52:09 PM","0:00:40"
"Screen on (unlocked)","3/27/24","1:52:09 PM","0:00:00"
"Screen on (locked)","3/27/24","1:52:08 PM","0:00:01"
"Screen off (locked)","3/27/24","1:47:03 PM","0:05:04"
"Screen on (locked)","3/27/24","1:47:00 PM","0:00:04"
"Screen off (locked)","3/27/24","1:35:16 PM","0:11:44"
"Screen on (locked)","3/27/24","1:35:13 PM","0:00:03"
"Screen off (locked)","3/27/24","1:16:16 PM","0:18:56"
"Screen on (locked)","3/27/24","1:15:55 PM","0:00:21"
"Screen off (locked)","3/27/24","1:09:27 PM","0:06:28"
"Gmail","3/27/24","1:09:12 PM","0:00:15"
"Truecaller","3/27/24","1:09:09 PM","0:00:03"
"Screen on (unlocked)","3/27/24","1:09:09 PM","0:00:00"
"Truecaller","3/27/24","1:09:02 PM","0:00:07"
"Phone","3/27/24","1:09:00 PM","0:00:03"
"Screen on (locked)","3/27/24","1:08:59 PM","0:00:00"
"Screen off (locked)","3/27/24","1:08:57 PM","0:00:02"
"Phone","3/27/24","1:08:49 PM","0:00:08"
"Screen on (locked)","3/27/24","1:08:49 PM","0:00:00"
"Screen off (locked)","3/27/24","1:08:42 PM","0:00:07"
"Phone","3/27/24","1:07:20 PM","0:01:23"
"Screen on (locked)","3/27/24","1:07:19 PM","0:00:00"
"Screen off (locked)","3/27/24","1:06:52 PM","0:00:28"
"Phone","3/27/24","1:06:41 PM","0:00:11"
"Screen on (locked)","3/27/24","1:06:41 PM","0:00:00"
"Screen off (locked)","3/27/24","1:03:33 PM","0:03:07"
"Screen on (locked)","3/27/24","1:03:23 PM","0:00:10"
"Screen off (locked)","3/27/24","12:58:53 PM","0:04:30"
"Screen on (locked)","3/27/24","12:58:43 PM","0:00:10"
"Screen off (locked)","3/27/24","12:58:16 PM","0:00:27"
"Screen on (locked)","3/27/24","12:58:08 PM","0:00:07"
"Screen off (locked)","3/27/24","12:49:15 PM","0:08:53"
"Screen on (locked)","3/27/24","12:49:05 PM","0:00:10"
"Screen off (locked)","3/27/24","12:45:11 PM","0:03:53"
"Spotify","3/27/24","12:44:56 PM","0:00:15"
"ReVanced Extended","3/27/24","12:41:43 PM","0:03:09"
"WhatsApp","3/27/24","12:41:11 PM","0:00:28"
"Clock","3/27/24","12:41:07 PM","0:00:01"
"Clock","3/27/24","12:39:45 PM","0:00:19"
"Instagram","3/27/24","12:38:09 PM","0:01:28"
"WhatsApp","3/27/24","12:37:52 PM","0:00:16"
"Instagram","3/27/24","12:31:03 PM","0:06:49"
"WhatsApp","3/27/24","12:30:50 PM","0:00:14"
"Instagram","3/27/24","12:28:57 PM","0:01:53"
"Chrome","3/27/24","12:11:34 PM","0:17:22"
"Instagram","3/27/24","11:54:53 AM","0:16:40"
"Screen on (unlocked)","3/27/24","11:54:52 AM","0:00:00"
"Screen off","3/27/24","11:54:52 AM","0:00:01"
"Screen off (locked)","3/27/24","11:52:29 AM","0:02:22"
"Instagram","3/27/24","11:49:20 AM","0:03:09"
"Screen on (unlocked)","3/27/24","11:49:18 AM","0:00:00"
"Screen off","3/27/24","11:49:17 AM","0:00:01"
"Screen off (locked)","3/27/24","11:43:01 AM","0:06:15"
"Screen on (locked)","3/27/24","11:42:51 AM","0:00:11"
"GPay","3/27/24","11:42:22 AM","0:00:27"
"Truecaller","3/27/24","11:42:18 AM","0:00:01"
"Screen on (unlocked)","3/27/24","11:42:18 AM","0:00:00"
"Screen off","3/27/24","11:42:17 AM","0:00:01"
"Screen off (locked)","3/27/24","11:41:41 AM","0:00:36"
"Contacts","3/27/24","11:41:38 AM","0:00:03"
"Truecaller","3/27/24","11:41:38 AM","0:00:01"
"Phone","3/27/24","11:41:32 AM","0:00:06"
"Screen on (unlocked)","3/27/24","11:41:32 AM","0:00:00"
"Screen off","3/27/24","11:41:29 AM","0:00:03"
"Phone","3/27/24","11:41:28 AM","0:00:01"
"Screen on (unlocked)","3/27/24","11:41:28 AM","0:00:00"
"Screen off","3/27/24","11:41:19 AM","0:00:09"
"Phone","3/27/24","11:40:43 AM","0:00:36"
"Screen on (unlocked)","3/27/24","11:40:43 AM","0:00:00"
"Screen off","3/27/24","11:40:41 AM","0:00:02"
"Phone","3/27/24","11:40:32 AM","0:00:09"
"Screen on (unlocked)","3/27/24","11:40:32 AM","0:00:00"
"Screen off","3/27/24","11:40:30 AM","0:00:01"
"Phone","3/27/24","11:40:05 AM","0:00:25"
"Screen on (unlocked)","3/27/24","11:40:05 AM","0:00:00"
"Screen off","3/27/24","11:39:14 AM","0:00:51"
"Phone","3/27/24","11:39:00 AM","0:00:14"
"Screen on (unlocked)","3/27/24","11:39:00 AM","0:00:00"
"Screen off","3/27/24","11:38:58 AM","0:00:02"
"Phone","3/27/24","11:38:55 AM","0:00:04"
"Contacts","3/27/24","11:38:44 AM","0:00:11"
"GPay","3/27/24","11:38:22 AM","0:00:22"
"Gmail","3/27/24","11:38:17 AM","0:00:01"
"Screen on (unlocked)","3/27/24","11:38:17 AM","0:00:00"
"Screen off","3/27/24","11:38:16 AM","0:00:01"
"Screen off (locked)","3/27/24","11:25:07 AM","0:13:09"
"Gmail","3/27/24","11:24:57 AM","0:00:10"
"Screen on (unlocked)","3/27/24","11:24:56 AM","0:00:00"
"Screen on (locked)","3/27/24","11:24:55 AM","0:00:01"
"Screen off (locked)","3/27/24","11:24:17 AM","0:00:38"
"Screen on (locked)","3/27/24","11:23:58 AM","0:00:19"
"Screen off (locked)","3/27/24","11:14:41 AM","0:09:16"
"Gmail","3/27/24","11:14:23 AM","0:00:19"
"Truecaller","3/27/24","11:14:17 AM","0:00:04"
"Screen on (unlocked)","3/27/24","11:14:17 AM","0:00:00"
"Screen on (locked)","3/27/24","11:14:07 AM","0:00:09"
"Screen off (locked)","3/27/24","11:11:11 AM","0:02:57"
"Screen on (locked)","3/27/24","11:11:01 AM","0:00:10"
"Screen off (locked)","3/27/24","11:01:51 AM","0:09:10"
"Screen on (locked)","3/27/24","11:01:40 AM","0:00:10"
"Screen off (locked)","3/27/24","10:57:08 AM","0:04:33"
"Screen on (locked)","3/27/24","10:56:55 AM","0:00:13"
"Screen off (locked)","3/27/24","10:56:34 AM","0:00:20"
"Screen on (locked)","3/27/24","10:56:13 AM","0:00:22"
"Screen off (locked)","3/27/24","10:56:03 AM","0:00:10"
"Screen on (locked)","3/27/24","10:55:52 AM","0:00:10"
"Screen off (locked)","3/27/24","10:54:16 AM","0:01:36"
"Screen on (locked)","3/27/24","10:54:01 AM","0:00:15"
"Screen off (locked)","3/27/24","10:53:31 AM","0:00:31"
"Screen on (locked)","3/27/24","10:53:20 AM","0:00:10"
"Screen off (locked)","3/27/24","10:52:56 AM","0:00:24"
"Screen on (locked)","3/27/24","10:52:25 AM","0:00:31"
"Screen off (locked)","3/27/24","10:50:47 AM","0:01:38"
"Screen on (locked)","3/27/24","10:50:37 AM","0:00:11"
"Screen off (locked)","3/27/24","10:50:12 AM","0:00:25"
"Screen on (locked)","3/27/24","10:50:01 AM","0:00:11"
"Screen off (locked)","3/27/24","10:44:59 AM","0:05:02"
"Screen on (locked)","3/27/24","10:44:51 AM","0:00:08"
"Screen off (locked)","3/27/24","10:44:46 AM","0:00:05"
"Screen on (locked)","3/27/24","10:44:36 AM","0:00:09"
"Screen off (locked)","3/27/24","10:37:42 AM","0:06:54"
"Screen on (locked)","3/27/24","10:37:32 AM","0:00:10"
"Screen off (locked)","3/27/24","10:35:40 AM","0:01:52"
"Screen on (locked)","3/27/24","10:35:30 AM","0:00:10"
"Screen off (locked)","3/27/24","10:32:28 AM","0:03:01"
"Screen on (locked)","3/27/24","10:32:18 AM","0:00:10"
"Screen off (locked)","3/27/24","10:31:14 AM","0:01:04"
"Screen on (locked)","3/27/24","10:31:04 AM","0:00:10"
"Screen off (locked)","3/27/24","10:30:38 AM","0:00:26"
"Screen on (locked)","3/27/24","10:30:28 AM","0:00:10"
"Screen off (locked)","3/27/24","10:26:31 AM","0:03:57"
"Screen on (locked)","3/27/24","10:26:20 AM","0:00:11"
"Screen off (locked)","3/27/24","10:25:28 AM","0:00:52"
"Screen on (locked)","3/27/24","10:25:07 AM","0:00:21"
"Screen off (locked)","3/27/24","10:25:03 AM","0:00:04"
"Screen on (locked)","3/27/24","10:24:53 AM","0:00:10"
"Screen off (locked)","3/27/24","10:24:43 AM","0:00:10"
"Screen on (locked)","3/27/24","10:24:14 AM","0:00:29"
"Screen off (locked)","3/27/24","10:24:12 AM","0:00:02"
"Truecaller","3/27/24","10:24:02 AM","0:00:10"
"Screen on (locked)","3/27/24","10:24:02 AM","0:00:00"
"Screen off (locked)","3/27/24","10:23:54 AM","0:00:08"
"Phone","3/27/24","10:23:52 AM","0:00:02"
"Screen on (locked)","3/27/24","10:23:52 AM","0:00:00"
"Screen off (locked)","3/27/24","10:23:38 AM","0:00:14"
"Phone","3/27/24","10:23:17 AM","0:00:21"
"Screen on (locked)","3/27/24","10:23:17 AM","0:00:00"
"Screen off (locked)","3/27/24","10:21:54 AM","0:01:23"
"Screen on (locked)","3/27/24","10:21:43 AM","0:00:10"
"Screen off (locked)","3/27/24","10:21:21 AM","0:00:22"
"Screen on (locked)","3/27/24","10:21:11 AM","0:00:10"
"Screen off (locked)","3/27/24","10:21:10 AM","0:00:01"
"Screen on (locked)","3/27/24","10:20:59 AM","0:00:11"
"Screen off (locked)","3/27/24","10:19:56 AM","0:01:04"
"Screen on (locked)","3/27/24","10:19:45 AM","0:00:11"
"Screen off (locked)","3/27/24","10:19:28 AM","0:00:17"
"Screen on (locked)","3/27/24","10:19:18 AM","0:00:11"
"Screen off (locked)","3/27/24","10:18:37 AM","0:00:41"
"Screen on (locked)","3/27/24","10:18:27 AM","0:00:10"
"Screen off (locked)","3/27/24","10:13:57 AM","0:04:30"
"Screen on (locked)","3/27/24","10:13:46 AM","0:00:11"
"Screen off (locked)","3/27/24","10:07:26 AM","0:06:20"
"Screen on (locked)","3/27/24","10:07:12 AM","0:00:14"
"Screen off (locked)","3/27/24","10:06:03 AM","0:01:09"
"Screen on (locked)","3/27/24","10:05:53 AM","0:00:10"
"Screen off (locked)","3/27/24","10:04:53 AM","0:01:00"
"Screen on (locked)","3/27/24","10:04:43 AM","0:00:10"
"Screen off (locked)","3/27/24","10:04:41 AM","0:00:02"
"Screen on (locked)","3/27/24","10:04:31 AM","0:00:10"
"WhatsApp","3/27/24","10:04:10 AM","0:00:19"
"Honkai: Star Rail","3/27/24","9:56:33 AM","0:07:31"
"Screen on (unlocked)","3/27/24","9:56:32 AM","0:00:00"
"Honkai: Star Rail","3/27/24","9:56:32 AM","0:00:00"
"Screen on (locked)","3/27/24","9:56:28 AM","0:00:04"
"Screen off (locked)","3/27/24","9:56:18 AM","0:00:11"
"Screen on (locked)","3/27/24","9:56:08 AM","0:00:10"
"Screen off (locked)","3/27/24","9:53:38 AM","0:02:30"
"Honkai: Star Rail","3/27/24","9:51:56 AM","0:01:42"
"Chrome","3/27/24","9:51:29 AM","0:00:24"
"Honkai: Star Rail","3/27/24","9:50:17 AM","0:01:12"
"Screen on (unlocked)","3/27/24","9:50:17 AM","0:00:00"
"Screen off","3/27/24","9:50:13 AM","0:00:04"
"Screen off (locked)","3/27/24","9:48:56 AM","0:01:17"
"Screen on (locked)","3/27/24","9:48:45 AM","0:00:11"
"Screen off (locked)","3/27/24","9:46:53 AM","0:01:52"
"Screen on (locked)","3/27/24","9:46:45 AM","0:00:09"
"Screen off (locked)","3/27/24","9:46:41 AM","0:00:04"
"Honkai: Star Rail","3/27/24","9:42:47 AM","0:03:54"
"Screen on (unlocked)","3/27/24","9:42:47 AM","0:00:00"
"Honkai: Star Rail","3/27/24","9:42:46 AM","0:00:00"
"Screen on (locked)","3/27/24","9:42:43 AM","0:00:04"
"Screen off (locked)","3/27/24","9:42:14 AM","0:00:29"
"Screen on (locked)","3/27/24","9:42:04 AM","0:00:10"
"Screen off (locked)","3/27/24","9:41:59 AM","0:00:05"
"Screen on (locked)","3/27/24","9:41:48 AM","0:00:10"
"Screen off (locked)","3/27/24","9:41:45 AM","0:00:03"
"Screen on (locked)","3/27/24","9:41:34 AM","0:00:10"
"Screen off (locked)","3/27/24","9:39:36 AM","0:01:58"
"Screen on (locked)","3/27/24","9:39:26 AM","0:00:11"
"Screen off (locked)","3/27/24","9:39:25 AM","0:00:01"
"Screen on (locked)","3/27/24","9:39:14 AM","0:00:11"
"Screen off (locked)","3/27/24","9:37:57 AM","0:01:16"
"Screen on (locked)","3/27/24","9:37:47 AM","0:00:10"
"Screen off (locked)","3/27/24","9:35:04 AM","0:02:44"
"Screen on (locked)","3/27/24","9:34:53 AM","0:00:10"
"Screen off (locked)","3/27/24","9:33:00 AM","0:01:54"
"Screen on (locked)","3/27/24","9:32:49 AM","0:00:11"
"Honkai: Star Rail","3/27/24","9:29:00 AM","0:03:49"
