"App name","Date","Time","Duration"
"Google Play Store","4/13/24","7:20:37 PM","0:00:47"
"Instagram","4/13/24","7:17:39 PM","0:02:55"
"ReVanced Extended","4/13/24","7:17:13 PM","0:00:23"
"HoYoLAB","4/13/24","7:08:57 PM","0:08:03"
"Honkai: Star Rail","4/13/24","6:47:37 PM","0:21:14"
"Instagram","4/13/24","6:44:42 PM","0:02:53"
"Screen on (unlocked)","4/13/24","6:44:35 PM","0:00:00"
"Screen off","4/13/24","6:44:34 PM","0:00:01"
"Screen off (locked)","4/13/24","6:44:04 PM","0:00:30"
"Screen on (locked)","4/13/24","6:43:47 PM","0:00:16"
"Screen off (locked)","4/13/24","6:40:04 PM","0:03:43"
"GPay","4/13/24","6:39:36 PM","0:00:27"
"Screen on (unlocked)","4/13/24","6:39:34 PM","0:00:00"
"Screen on (locked)","4/13/24","6:39:32 PM","0:00:02"
"Screen off (locked)","4/13/24","6:38:18 PM","0:01:13"
"Chess","4/13/24","6:36:09 PM","0:02:06"
"Screen on (unlocked)","4/13/24","6:35:58 PM","0:00:00"
"Screen off","4/13/24","6:35:57 PM","0:00:01"
"Screen off (locked)","4/13/24","6:31:59 PM","0:03:58"
"Truecaller","4/13/24","6:31:54 PM","0:00:01"
"Contacts","4/13/24","6:31:51 PM","0:00:02"
"Phone","4/13/24","6:31:50 PM","0:00:01"
"Screen on (unlocked)","4/13/24","6:31:50 PM","0:00:00"
"Screen off","4/13/24","6:31:45 PM","0:00:05"
"Phone","4/13/24","6:31:42 PM","0:00:03"
"Screen on (unlocked)","4/13/24","6:31:42 PM","0:00:00"
"Screen off","4/13/24","6:31:11 PM","0:00:31"
"Phone","4/13/24","6:31:09 PM","0:00:02"
"Screen on (unlocked)","4/13/24","6:31:09 PM","0:00:00"
"Screen off","4/13/24","6:31:01 PM","0:00:08"
"Phone","4/13/24","6:30:59 PM","0:00:02"
"Screen on (unlocked)","4/13/24","6:30:59 PM","0:00:00"
"Screen off","4/13/24","6:30:57 PM","0:00:02"
"Phone","4/13/24","6:30:55 PM","0:00:02"
"Screen on (unlocked)","4/13/24","6:30:55 PM","0:00:00"
"Screen off","4/13/24","6:30:45 PM","0:00:10"
"Phone","4/13/24","6:30:43 PM","0:00:02"
"Screen on (unlocked)","4/13/24","6:30:43 PM","0:00:00"
"Screen off","4/13/24","6:30:07 PM","0:00:36"
"Phone","4/13/24","6:30:01 PM","0:00:06"
"Truecaller","4/13/24","6:29:59 PM","0:00:02"
"Phone","4/13/24","6:29:55 PM","0:00:04"
"Contacts","4/13/24","6:29:53 PM","0:00:02"
"Truecaller","4/13/24","6:29:52 PM","0:00:01"
"Phone","4/13/24","6:29:50 PM","0:00:02"
"Contacts","4/13/24","6:29:46 PM","0:00:04"
"Screen on (unlocked)","4/13/24","6:29:43 PM","0:00:00"
"Screen off","4/13/24","6:29:43 PM","0:00:01"
"Screen off (locked)","4/13/24","6:29:34 PM","0:00:09"
"Contacts","4/13/24","6:29:21 PM","0:00:12"
"Instagram","4/13/24","6:27:43 PM","0:01:36"
"Screen on (unlocked)","4/13/24","6:27:43 PM","0:00:00"
"Screen on (locked)","4/13/24","6:27:43 PM","0:00:00"
"Screen off (locked)","4/13/24","6:27:03 PM","0:00:39"
"Screen on (locked)","4/13/24","6:26:43 PM","0:00:21"
"Screen off (locked)","4/13/24","6:20:22 PM","0:06:20"
"Instagram","4/13/24","5:41:45 PM","0:38:38"
"Screen on (unlocked)","4/13/24","5:41:41 PM","0:00:00"
"Screen off","4/13/24","5:41:41 PM","0:00:01"
"Screen off (locked)","4/13/24","5:41:15 PM","0:00:26"
"Screen on (locked)","4/13/24","5:41:05 PM","0:00:10"
"Screen off (locked)","4/13/24","5:40:50 PM","0:00:15"
"Screen on (locked)","4/13/24","5:40:37 PM","0:00:12"
"Screen off (locked)","4/13/24","5:39:32 PM","0:01:06"
"Instagram","4/13/24","5:21:01 PM","0:18:28"
"Screen on (unlocked)","4/13/24","5:20:50 PM","0:00:00"
"Screen off","4/13/24","5:20:50 PM","0:00:01"
"Screen off (locked)","4/13/24","5:15:43 PM","0:05:06"
"Screen on (locked)","4/13/24","5:15:27 PM","0:00:17"
"Screen off (locked)","4/13/24","5:15:16 PM","0:00:11"
"Screen on (locked)","4/13/24","5:15:05 PM","0:00:10"
"Screen off (locked)","4/13/24","5:15:04 PM","0:00:01"
"Screen on (locked)","4/13/24","5:14:54 PM","0:00:11"
"Screen off (locked)","4/13/24","5:06:05 PM","0:08:49"
"Screen on (locked)","4/13/24","5:05:54 PM","0:00:11"
"Screen off (locked)","4/13/24","5:00:54 PM","0:05:00"
"Screen on (locked)","4/13/24","5:00:44 PM","0:00:11"
"Screen off (locked)","4/13/24","5:00:35 PM","0:00:09"
"Screen on (locked)","4/13/24","5:00:24 PM","0:00:11"
"Screen off (locked)","4/13/24","5:00:20 PM","0:00:04"
"Screen on (locked)","4/13/24","5:00:09 PM","0:00:11"
"Screen off (locked)","4/13/24","5:00:07 PM","0:00:02"
"Screen on (locked)","4/13/24","4:59:56 PM","0:00:10"
"Screen off (locked)","4/13/24","4:31:04 PM","0:28:53"
"Screen on (locked)","4/13/24","4:30:53 PM","0:00:11"
"Screen off (locked)","4/13/24","4:20:24 PM","0:10:30"
"Screen on (locked)","4/13/24","4:20:13 PM","0:00:11"
"Screen off (locked)","4/13/24","4:18:58 PM","0:01:15"
"Screen on (locked)","4/13/24","4:18:47 PM","0:00:11"
"Screen off (locked)","4/13/24","4:18:45 PM","0:00:02"
"Screen on (locked)","4/13/24","4:18:24 PM","0:00:21"
"Screen off (locked)","4/13/24","4:16:27 PM","0:01:57"
"Screen on (locked)","4/13/24","4:16:17 PM","0:00:11"
"Screen off (locked)","4/13/24","4:01:44 PM","0:14:32"
"Screen on (locked)","4/13/24","4:01:33 PM","0:00:11"
"Screen off (locked)","4/13/24","3:21:42 PM","0:39:52"
"Screen on (locked)","4/13/24","3:21:30 PM","0:00:11"
"Screen off (locked)","4/13/24","3:21:24 PM","0:00:07"
"Screen on (locked)","4/13/24","3:21:20 PM","0:00:04"
"ReVanced Extended","4/13/24","3:21:07 PM","0:00:13"
"Instagram","4/13/24","3:15:10 PM","0:05:54"
"Screen on (unlocked)","4/13/24","3:15:09 PM","0:00:00"
"Screen off","4/13/24","3:15:08 PM","0:00:01"
"Screen off (locked)","4/13/24","3:13:54 PM","0:01:14"
"Instagram","4/13/24","3:05:56 PM","0:07:58"
"Chrome","4/13/24","2:56:37 PM","0:09:18"
"Instagram","4/13/24","2:54:31 PM","0:02:06"
"Honkai: Star Rail","4/13/24","1:37:12 PM","1:17:13"
"Screen on (unlocked)","4/13/24","1:37:04 PM","0:00:00"
"Screen off","4/13/24","1:37:04 PM","0:00:01"
"Screen off (locked)","4/13/24","1:36:33 PM","0:00:30"
"Screen on (locked)","4/13/24","1:36:23 PM","0:00:10"
"Screen off (locked)","4/13/24","1:35:11 PM","0:01:12"
"Screen on (locked)","4/13/24","1:35:00 PM","0:00:11"
"Screen off (locked)","4/13/24","1:34:58 PM","0:00:02"
"Screen on (locked)","4/13/24","1:34:48 PM","0:00:11"
"Screen off (locked)","4/13/24","1:34:18 PM","0:00:30"
"Screen on (locked)","4/13/24","1:34:08 PM","0:00:10"
"WhatsApp","4/13/24","1:21:11 PM","0:00:47"
"Genshin Impact","4/13/24","12:58:00 PM","0:13:42"
"WhatsApp","4/13/24","12:57:29 PM","0:00:29"
"Screen on (unlocked)","4/13/24","12:57:17 PM","0:00:00"
"Screen on (locked)","4/13/24","12:57:12 PM","0:00:04"
"Screen off (locked)","4/13/24","12:55:31 PM","0:01:41"
"Screen on (locked)","4/13/24","12:55:20 PM","0:00:11"
"Screen off (locked)","4/13/24","12:49:33 PM","0:05:47"
"Screen on (locked)","4/13/24","12:49:22 PM","0:00:11"
"Screen off (locked)","4/13/24","12:49:05 PM","0:00:18"
"Screen on (locked)","4/13/24","12:48:54 PM","0:00:11"
"Screen off (locked)","4/13/24","12:47:16 PM","0:01:38"
"Screen on (locked)","4/13/24","12:47:06 PM","0:00:10"
"Screen off (locked)","4/13/24","12:47:01 PM","0:00:05"
"Screen on (locked)","4/13/24","12:46:50 PM","0:00:11"
"Screen off (locked)","4/13/24","12:46:13 PM","0:00:38"
"Screen on (locked)","4/13/24","12:46:02 PM","0:00:11"
"Screen off (locked)","4/13/24","12:45:56 PM","0:00:06"
"Screen on (locked)","4/13/24","12:45:46 PM","0:00:11"
"Screen off (locked)","4/13/24","12:45:32 PM","0:00:14"
"Screen on (locked)","4/13/24","12:45:21 PM","0:00:11"
"Screen off (locked)","4/13/24","12:45:15 PM","0:00:06"
"Screen on (locked)","4/13/24","12:45:05 PM","0:00:10"
"Screen off (locked)","4/13/24","12:44:53 PM","0:00:12"
"Screen on (locked)","4/13/24","12:44:42 PM","0:00:11"
"Screen off (locked)","4/13/24","12:44:39 PM","0:00:03"
"Screen on (locked)","4/13/24","12:44:29 PM","0:00:11"
"Screen off (locked)","4/13/24","12:44:19 PM","0:00:10"
"Screen on (locked)","4/13/24","12:43:58 PM","0:00:21"
"Screen off (locked)","4/13/24","12:43:48 PM","0:00:10"
"Screen on (locked)","4/13/24","12:43:38 PM","0:00:11"
"Screen off (locked)","4/13/24","12:43:21 PM","0:00:17"
"Screen on (locked)","4/13/24","12:43:10 PM","0:00:11"
"Screen off (locked)","4/13/24","12:43:06 PM","0:00:04"
"Screen on (locked)","4/13/24","12:42:55 PM","0:00:11"
"Screen off (locked)","4/13/24","12:42:26 PM","0:00:30"
"Screen on (locked)","4/13/24","12:42:15 PM","0:00:11"
"Screen off (locked)","4/13/24","12:41:46 PM","0:00:29"
"Screen on (locked)","4/13/24","12:41:35 PM","0:00:11"
"Screen off (locked)","4/13/24","12:41:09 PM","0:00:27"
"Screen on (locked)","4/13/24","12:40:58 PM","0:00:11"
"Screen off (locked)","4/13/24","12:40:21 PM","0:00:37"
"Screen on (locked)","4/13/24","12:40:11 PM","0:00:10"
"Screen off (locked)","4/13/24","12:39:51 PM","0:00:19"
"Screen on (locked)","4/13/24","12:39:41 PM","0:00:11"
"Screen off (locked)","4/13/24","12:39:38 PM","0:00:03"
"Screen on (locked)","4/13/24","12:39:16 PM","0:00:21"
"Screen off (locked)","4/13/24","12:37:34 PM","0:01:43"
"Screen on (locked)","4/13/24","12:37:23 PM","0:00:10"
"Screen off (locked)","4/13/24","12:35:38 PM","0:01:45"
"Screen on (locked)","4/13/24","12:35:28 PM","0:00:11"
"Screen off (locked)","4/13/24","12:34:55 PM","0:00:32"
"Screen on (locked)","4/13/24","12:34:45 PM","0:00:10"
"Screen off (locked)","4/13/24","12:33:57 PM","0:00:49"
"Screen on (locked)","4/13/24","12:33:45 PM","0:00:12"
"Screen off (locked)","4/13/24","12:31:54 PM","0:01:51"
"Screen on (locked)","4/13/24","12:31:43 PM","0:00:11"
"Screen off (locked)","4/13/24","12:31:25 PM","0:00:18"
"Screen on (locked)","4/13/24","12:31:14 PM","0:00:11"
"Screen off (locked)","4/13/24","12:25:27 PM","0:05:47"
"Screen on (locked)","4/13/24","12:25:17 PM","0:00:10"
"Screen off (locked)","4/13/24","12:25:09 PM","0:00:08"
"Screen on (locked)","4/13/24","12:24:59 PM","0:00:10"
"Screen off (locked)","4/13/24","12:17:19 PM","0:07:40"
"Screen on (locked)","4/13/24","12:17:04 PM","0:00:15"
"Screen on (unlocked)","4/13/24","12:16:31 PM","0:00:00"
"Screen off","4/13/24","12:16:30 PM","0:00:01"
"Screen off (locked)","4/13/24","12:16:27 PM","0:00:04"
"Screen on (locked)","4/13/24","12:16:08 PM","0:00:19"
"Screen off (locked)","4/13/24","12:16:05 PM","0:00:03"
"Screen on (locked)","4/13/24","12:15:52 PM","0:00:13"
"Screen off (locked)","4/13/24","12:15:09 PM","0:00:43"
"Screen on (locked)","4/13/24","12:15:08 PM","0:00:01"
"Screen off (locked)","4/13/24","12:13:39 PM","0:01:28"
"Screen on (locked)","4/13/24","12:13:38 PM","0:00:01"
"Screen off (locked)","4/13/24","12:12:59 PM","0:00:39"
"GPay","4/13/24","12:12:32 PM","0:00:25"
"HoYoLAB","4/13/24","12:11:23 PM","0:01:02"
"Keep Notes","4/13/24","12:11:05 PM","0:00:13"
"HoYoLAB","4/13/24","12:09:25 PM","0:01:28"
"GPay","4/13/24","12:09:10 PM","0:00:09"
"GPay","4/13/24","12:09:07 PM","0:00:01"
"WhatsApp","4/13/24","12:08:23 PM","0:00:44"
"GPay","4/13/24","12:06:48 PM","0:01:33"
"Gmail","4/13/24","12:06:25 PM","0:00:19"
"Chess","4/13/24","11:55:50 AM","0:10:25"
"Screen on (unlocked)","4/13/24","11:55:11 AM","0:00:00"
"Screen off","4/13/24","11:55:10 AM","0:00:01"
"Screen off (locked)","4/13/24","11:51:05 AM","0:04:06"
"Screen on (locked)","4/13/24","11:50:47 AM","0:00:18"
"Screen off (locked)","4/13/24","11:48:50 AM","0:01:57"
"Screen on (locked)","4/13/24","11:48:40 AM","0:00:10"
"Honkai: Star Rail","4/13/24","11:47:33 AM","0:00:59"
"Chrome","4/13/24","11:46:51 AM","0:00:39"
"Screen on (unlocked)","4/13/24","11:46:48 AM","0:00:00"
"Screen off","4/13/24","11:46:47 AM","0:00:01"
"Screen off (locked)","4/13/24","11:46:11 AM","0:00:36"
"Screen on (locked)","4/13/24","11:46:01 AM","0:00:10"
"Screen off (locked)","4/13/24","11:40:00 AM","0:06:00"
"Screen on (locked)","4/13/24","11:39:50 AM","0:00:11"
"Screen off (locked)","4/13/24","11:28:11 AM","0:11:39"
"Screen on (locked)","4/13/24","11:28:00 AM","0:00:11"
"Screen off (locked)","4/13/24","11:07:53 AM","0:20:07"
"Screen on (locked)","4/13/24","11:07:43 AM","0:00:10"
"Clash of Clans","4/13/24","11:00:45 AM","0:06:54"
"Instagram","4/13/24","10:58:18 AM","0:02:21"
"WhatsApp","4/13/24","10:57:46 AM","0:00:30"
"Honkai: Star Rail","4/13/24","9:42:13 AM","1:15:29"
"Telegram","4/13/24","9:41:57 AM","0:00:11"
"Screen on (unlocked)","4/13/24","9:41:46 AM","0:00:00"
"Screen off","4/13/24","9:41:45 AM","0:00:01"
"Screen off (locked)","4/13/24","9:36:34 AM","0:05:11"
"Screen on (locked)","4/13/24","9:36:24 AM","0:00:11"
"Screen on (unlocked)","4/13/24","9:35:56 AM","0:00:00"
"Screen off","4/13/24","9:35:55 AM","0:00:01"
"Screen off (locked)","4/13/24","9:34:14 AM","0:01:42"
"Clash of Clans","4/13/24","9:20:43 AM","0:13:27"
"Chess","4/13/24","9:20:32 AM","0:00:09"
"Screen on (unlocked)","4/13/24","9:20:27 AM","0:00:00"
"Screen on (locked)","4/13/24","9:20:20 AM","0:00:06"
"Screen off (locked)","4/13/24","9:19:58 AM","0:00:22"
"Instagram","4/13/24","8:57:05 AM","0:22:52"
"ReVanced Extended","4/13/24","8:57:00 AM","0:00:03"
"Screen on (unlocked)","4/13/24","8:57:00 AM","0:00:00"
"Screen off","4/13/24","8:56:58 AM","0:00:02"
"Screen off (locked)","4/13/24","8:55:35 AM","0:01:22"
"ReVanced Extended","4/13/24","8:55:08 AM","0:00:27"
"Messages","4/13/24","8:54:52 AM","0:00:10"
"Truecaller","4/13/24","8:54:45 AM","0:00:02"
"Contacts","4/13/24","8:54:45 AM","0:00:01"
"Phone","4/13/24","8:54:44 AM","0:00:01"
"Screen on (unlocked)","4/13/24","8:54:44 AM","0:00:00"
"Screen off","4/13/24","8:54:06 AM","0:00:38"
"Phone","4/13/24","8:53:59 AM","0:00:07"
"Screen on (unlocked)","4/13/24","8:53:59 AM","0:00:00"
"Screen off","4/13/24","8:53:57 AM","0:00:02"
"Phone","4/13/24","8:53:55 AM","0:00:02"
"Contacts","4/13/24","8:53:49 AM","0:00:05"
"Screen on (unlocked)","4/13/24","8:53:43 AM","0:00:00"
"Screen on (locked)","4/13/24","8:53:31 AM","0:00:11"
"Screen off (locked)","4/13/24","8:33:12 AM","0:20:19"
"Screen on (locked)","4/13/24","8:33:02 AM","0:00:10"
"Screen off (locked)","4/13/24","8:14:41 AM","0:18:21"
"Screen on (locked)","4/13/24","8:14:30 AM","0:00:10"
"Screen off (locked)","4/13/24","8:13:49 AM","0:00:41"
"Screen on (locked)","4/13/24","8:13:39 AM","0:00:10"
"Screen off (locked)","4/13/24","7:44:17 AM","0:29:21"
"Screen on (locked)","4/13/24","7:44:07 AM","0:00:10"
"Screen off (locked)","4/13/24","7:34:44 AM","0:09:23"
"Screen on (locked)","4/13/24","7:34:34 AM","0:00:10"
"Screen off (locked)","4/13/24","7:34:33 AM","0:00:01"
"Screen on (locked)","4/13/24","7:34:23 AM","0:00:10"
"Screen off (locked)","4/13/24","6:04:57 AM","1:29:26"
"Screen on (locked)","4/13/24","6:04:46 AM","0:00:10"
"Screen off (locked)","4/13/24","5:07:43 AM","0:57:03"
"Screen on (locked)","4/13/24","5:07:30 AM","0:00:13"
"Screen off (locked)","4/13/24","12:32:27 AM","4:35:03"
"ReVanced Extended","4/13/24","12:26:48 AM","0:05:37"
"Instagram","4/13/24","12:09:21 AM","0:17:20"
"Screen on (unlocked)","4/13/24","12:09:21 AM","0:00:00"
"Screen off","4/13/24","12:09:20 AM","0:00:01"
"Screen off (locked)","4/13/24","12:07:07 AM","0:02:13"
"Screen on (locked)","4/13/24","12:07:02 AM","0:00:05"
"Screen off (locked)","4/13/24","12:06:41 AM","0:00:22"
"Instagram","4/13/24","12:03:40 AM","0:03:01"
"Chess","4/13/24","12:01:50 AM","0:01:49"
"Instagram","4/13/24","12:01:43 AM","0:00:06"
"WhatsApp","4/13/24","12:01:09 AM","0:00:33"
"Genshin Impact","4/12/24","11:46:10 PM","0:04:03"
"Clash of Clans","4/12/24","11:43:56 PM","0:02:09"
"Messages","4/12/24","11:43:51 PM","0:00:05"
"Clash of Clans","4/12/24","11:39:43 PM","0:04:07"
"Screen on (unlocked)","4/12/24","11:39:35 PM","0:00:00"
"Screen off","4/12/24","11:39:34 PM","0:00:01"
"Screen off (locked)","4/12/24","11:11:22 PM","0:28:11"
"Vi App","4/12/24","11:10:34 PM","0:00:48"
"Screen on (unlocked)","4/12/24","11:10:25 PM","0:00:00"
"Messages","4/12/24","11:10:25 PM","0:00:00"
"Messages","4/12/24","11:10:25 PM","0:00:03"
"Screen on (locked)","4/12/24","11:10:24 PM","0:00:01"
"Screen off (locked)","4/12/24","10:40:37 PM","0:29:47"
"Screen on (locked)","4/12/24","10:40:27 PM","0:00:11"
"Screen off (locked)","4/12/24","10:39:49 PM","0:00:38"
"Clash of Clans","4/12/24","10:34:24 PM","0:05:20"
"Honkai: Star Rail","4/12/24","10:33:27 PM","0:00:51"
"Messages","4/12/24","10:33:21 PM","0:00:06"
"Honkai: Star Rail","4/12/24","9:43:21 PM","0:50:00"
"Clash of Clans","4/12/24","9:32:58 PM","0:10:15"
"Instagram","4/12/24","9:30:13 PM","0:02:41"
"WhatsApp","4/12/24","9:28:44 PM","0:01:27"
"LinkedIn","4/12/24","9:28:37 PM","0:00:07"
"Screen on (unlocked)","4/12/24","9:28:37 PM","0:00:00"
"Screen on (locked)","4/12/24","9:28:35 PM","0:00:02"
"LinkedIn","4/12/24","9:28:19 PM","0:00:16"
"Screen on (unlocked)","4/12/24","9:28:18 PM","0:00:00"
"Screen on (locked)","4/12/24","9:28:02 PM","0:00:17"
"Screen off (locked)","4/12/24","9:27:54 PM","0:00:07"
"Screen on (locked)","4/12/24","9:27:42 PM","0:00:12"
"Screen off (locked)","4/12/24","9:27:40 PM","0:00:02"
"Screen on (locked)","4/12/24","9:27:30 PM","0:00:10"
"Screen off (locked)","4/12/24","9:25:43 PM","0:01:47"
"LinkedIn","4/12/24","9:25:10 PM","0:00:33"
"Chess","4/12/24","9:24:49 PM","0:00:11"
"Screen on (unlocked)","4/12/24","9:24:47 PM","0:00:00"
"Screen off","4/12/24","9:24:46 PM","0:00:01"
"Screen off (locked)","4/12/24","9:21:39 PM","0:03:07"
"GPay","4/12/24","9:20:51 PM","0:00:45"
"Screen on (unlocked)","4/12/24","9:20:47 PM","0:00:00"
"Screen on (locked)","4/12/24","9:20:44 PM","0:00:03"
"Screen off (locked)","4/12/24","9:17:17 PM","0:03:27"
"Screen on (locked)","4/12/24","9:16:57 PM","0:00:20"
"Screen off (locked)","4/12/24","9:12:25 PM","0:04:32"
"Truecaller","4/12/24","9:12:14 PM","0:00:11"
"Phone","4/12/24","9:12:14 PM","0:00:01"
"Screen on (locked)","4/12/24","9:12:13 PM","0:00:00"
"Screen off (locked)","4/12/24","9:11:53 PM","0:00:21"
"Phone","4/12/24","9:11:42 PM","0:00:11"
"Screen on (locked)","4/12/24","9:11:41 PM","0:00:01"
"Screen off (locked)","4/12/24","9:03:26 PM","0:08:15"
"Screen on (unlocked)","4/12/24","9:02:15 PM","0:00:00"
"Screen off","4/12/24","9:02:14 PM","0:00:01"
"Screen off (locked)","4/12/24","8:51:20 PM","0:10:55"
"GPay","4/12/24","8:50:09 PM","0:01:09"
"Screen on (unlocked)","4/12/24","8:50:04 PM","0:00:00"
"Screen off","4/12/24","8:50:03 PM","0:00:01"
"Screen off (locked)","4/12/24","8:44:20 PM","0:05:43"
"Screen on (locked)","4/12/24","8:43:46 PM","0:00:34"
"Screen off (locked)","4/12/24","8:39:57 PM","0:03:50"
"Screen on (locked)","4/12/24","8:39:39 PM","0:00:18"
"Screen off (locked)","4/12/24","8:39:33 PM","0:00:05"
"Screen on (locked)","4/12/24","8:38:58 PM","0:00:36"
"Screen off (locked)","4/12/24","8:38:53 PM","0:00:04"
"Screen on (locked)","4/12/24","8:38:51 PM","0:00:02"
"Screen off (locked)","4/12/24","8:35:59 PM","0:02:52"
"Instagram","4/12/24","8:13:22 PM","0:22:34"
"Screen on (unlocked)","4/12/24","8:13:17 PM","0:00:00"
"Screen off","4/12/24","8:13:16 PM","0:00:01"
"Screen off (locked)","4/12/24","7:56:49 PM","0:16:27"
"Screen on (locked)","4/12/24","7:56:40 PM","0:00:09"
"Screen off (locked)","4/12/24","7:56:38 PM","0:00:02"
"Genshin Impact","4/12/24","7:50:37 PM","0:05:56"
"Genshin Impact","4/12/24","7:50:16 PM","0:00:17"
"Screen on (unlocked)","4/12/24","7:50:11 PM","0:00:00"
"Screen off","4/12/24","7:50:10 PM","0:00:01"
"Screen off (locked)","4/12/24","7:35:56 PM","0:14:14"
"Screen on (locked)","4/12/24","7:35:46 PM","0:00:10"
"Screen off (locked)","4/12/24","7:34:38 PM","0:01:08"
"Screen on (locked)","4/12/24","7:34:28 PM","0:00:09"
"Screen off (locked)","4/12/24","7:33:38 PM","0:00:51"
"Screen on (unlocked)","4/12/24","7:33:36 PM","0:00:00"
"Screen off","4/12/24","7:33:36 PM","0:00:01"
"Screen off (locked)","4/12/24","7:29:17 PM","0:04:18"
"Screen on (locked)","4/12/24","7:29:13 PM","0:00:04"
"Screen off (locked)","4/12/24","7:16:45 PM","0:12:28"
"Screen on (locked)","4/12/24","7:16:43 PM","0:00:02"
"Screen off (locked)","4/12/24","7:06:31 PM","0:10:12"
"Screen on (locked)","4/12/24","7:06:27 PM","0:00:04"
"Screen off (locked)","4/12/24","7:04:32 PM","0:01:55"
"Screen on (locked)","4/12/24","7:04:20 PM","0:00:13"
"Screen off (locked)","4/12/24","6:59:18 PM","0:05:01"
"Instagram","4/12/24","6:56:07 PM","0:03:10"
"Screen on (unlocked)","4/12/24","6:56:04 PM","0:00:00"
"Screen off","4/12/24","6:56:03 PM","0:00:01"
"Screen off (locked)","4/12/24","6:54:26 PM","0:01:37"
"Screen on (locked)","4/12/24","6:54:21 PM","0:00:05"
"Screen off (locked)","4/12/24","6:53:02 PM","0:01:20"
"Photos","4/12/24","6:52:51 PM","0:00:09"
"Camera","4/12/24","6:52:37 PM","0:00:14"
"Camera","4/12/24","6:52:04 PM","0:00:30"
"Photos","4/12/24","6:51:58 PM","0:00:05"
"Camera","4/12/24","6:51:55 PM","0:00:00"
"Screen on (unlocked)","4/12/24","6:51:55 PM","0:00:00"
"Screen off","4/12/24","6:51:54 PM","0:00:00"
"Screen off (locked)","4/12/24","6:51:01 PM","0:00:53"
"Maps","4/12/24","6:50:39 PM","0:00:19"
"Maps","4/12/24","6:50:27 PM","0:00:06"
"Screen on (unlocked)","4/12/24","6:50:22 PM","0:00:00"
"Screen off","4/12/24","6:50:20 PM","0:00:01"
"Screen off (locked)","4/12/24","6:42:48 PM","0:07:32"
"Camera","4/12/24","6:42:05 PM","0:00:15"
"Screen on (unlocked)","4/12/24","6:42:04 PM","0:00:00"
"Screen off","4/12/24","6:42:03 PM","0:00:01"
"Screen off (locked)","4/12/24","6:40:31 PM","0:01:33"
"Instagram","4/12/24","6:39:00 PM","0:01:31"
"Screen on (unlocked)","4/12/24","6:38:55 PM","0:00:00"
"Screen off","4/12/24","6:38:54 PM","0:00:01"
"Screen off (locked)","4/12/24","6:17:01 PM","0:21:52"
"Screen on (unlocked)","4/12/24","6:16:59 PM","0:00:00"
"Screen on (locked)","4/12/24","6:16:58 PM","0:00:00"
"Screen off (locked)","4/12/24","6:16:47 PM","0:00:12"
"Instagram","4/12/24","6:16:12 PM","0:00:34"
"Screen on (unlocked)","4/12/24","6:16:09 PM","0:00:00"
"Screen on (locked)","4/12/24","6:16:09 PM","0:00:00"
"Screen off (locked)","4/12/24","6:15:43 PM","0:00:26"
"Instagram","4/12/24","6:12:15 PM","0:03:25"
"Chrome","4/12/24","6:10:58 PM","0:01:17"
"Instagram","4/12/24","6:10:38 PM","0:00:16"
"Screen on (unlocked)","4/12/24","6:10:34 PM","0:00:00"
"Screen off","4/12/24","6:10:34 PM","0:00:01"
"Screen off (locked)","4/12/24","6:10:09 PM","0:00:24"
"Genshin Impact","4/12/24","6:08:49 PM","0:01:17"
"Screen on (unlocked)","4/12/24","6:08:47 PM","0:00:00"
"Screen off","4/12/24","6:08:46 PM","0:00:00"
"Screen off (locked)","4/12/24","6:07:30 PM","0:01:17"
"Instagram","4/12/24","6:07:00 PM","0:00:02"
"Screen on (unlocked)","4/12/24","6:07:00 PM","0:00:00"
"Screen off","4/12/24","6:06:59 PM","0:00:01"
"Screen off (locked)","4/12/24","6:02:33 PM","0:04:26"
"Screen on (locked)","4/12/24","6:02:18 PM","0:00:15"
"Screen off (locked)","4/12/24","5:56:00 PM","0:06:18"
"Instagram","4/12/24","5:55:14 PM","0:00:45"
"Screen on (unlocked)","4/12/24","5:53:57 PM","0:00:00"
"Screen off","4/12/24","5:53:57 PM","0:00:00"
"Screen off (locked)","4/12/24","5:53:15 PM","0:00:41"
"Screen on (unlocked)","4/12/24","5:53:07 PM","0:00:00"
"Screen off","4/12/24","5:53:06 PM","0:00:01"
"Screen off (locked)","4/12/24","5:48:28 PM","0:04:38"
"Screen on (locked)","4/12/24","5:48:11 PM","0:00:17"
"Screen off (locked)","4/12/24","5:45:59 PM","0:02:12"
"Instagram","4/12/24","5:38:58 PM","0:07:01"
"Instagram","4/12/24","5:33:56 PM","0:04:54"
"Screen on (unlocked)","4/12/24","5:33:46 PM","0:00:00"
"Screen on (locked)","4/12/24","5:33:45 PM","0:00:01"
"Screen off (locked)","4/12/24","5:32:55 PM","0:00:51"
"Screen on (locked)","4/12/24","5:32:44 PM","0:00:11"
"Screen off (locked)","4/12/24","5:30:58 PM","0:01:46"
"Instagram","4/12/24","5:11:03 PM","0:19:52"
"Screen on (unlocked)","4/12/24","5:11:03 PM","0:00:00"
"Screen off","4/12/24","5:11:03 PM","0:00:01"
"Screen off (locked)","4/12/24","5:09:16 PM","0:01:47"
"Screen on (locked)","4/12/24","5:09:04 PM","0:00:12"
"Screen off (locked)","4/12/24","5:09:01 PM","0:00:03"
